# Analysis title: diff_Primary_versus_Naive_c3.0_cond1_formatted analysis from Cistrome-GO
# Mode: Ensemble mode
# Specie: mm10
# Peak bed file name: diff_Primary_versus_Naive_c3.0_cond1_formatted.bed
# Differential expression file name: primary_vs_control_naive_deseq2.csv
# Genes for gene ontology: allgenes
# Column index of (GeneID, logFoldChange, FDR): 1,3,7
# Cutoffs of logFoldChange and FDR for DE genes: 1.0, 0.05
# Top peaks to use: 10000
# Half-decay distance: 1000bp
# FDR cutoff of GO/KEGG terms to return: 0.2
# Minimum and maximum gene number in GO and KEGG gene sets: 10, 2000
# Symbol	Coordinate	PeakNumber	RPscore	adjRPscore	logFoldChange	DE significance	Rank_by_rank_product
Fxyd2	chr9:45403137-45410278	0	0.0	0.0	0.000	1.000E+00	9628
Olfr1445	chr19:12883882-12884827	0	0.0	0.0	0.000	1.000E+00	9628
Crip1	chr12:113152011-113153879	2	0.109	0.035	2.689	4.611E-22	2130
Crip3	chr17:46428941-46431771	0	0.0	0.0	0.000	1.000E+00	9628
Rgs13	chr1:144138666-144177372	0	0.0	0.0	0.000	1.000E+00	9628
Gm4750	chrX:152432476-152434673	0	0.0	0.0	0.000	1.000E+00	9628
Hspb1	chr5:135887918-135889563	0	0.0	0.0	0.000	1.000E+00	9628
Mir681	chr12:69763834-69763944	0	0.0	0.0	0.000	1.000E+00	9628
Mir682	chr13:75645045-75645141	0	0.0	0.0	0.000	1.000E+00	9628
Mir686	chr14:54616676-54616785	0	0.0	-0.0	0.000	1.000E+00	9850
Mir687	chr14:73206762-73206851	0	0.0	0.0	0.000	1.000E+00	9628
Mir688	chr15:102671791-102671866	1	0.513	-0.03	0.000	1.000E+00	10712
1700034K08Rik	chr9:92979915-93005733	0	0.0	0.0	0.000	1.000E+00	9628
2610005L07Rik	chr8:20385781-20424814	0	0.0	-0.463	0.000	1.000E+00	11255
4930586N03Rik	chr13:23313524-23385799	0	0.0	0.0	0.000	1.000E+00	9628
Lsmem1	chr12:40176385-40199315	0	0.0	0.0	0.000	1.000E+00	9628
Sox17	chr1:4490927-4497354	0	0.0	0.0	0.000	1.000E+00	9628
Gm21953	chr4:42438974-42440009	0	0.0	0.0	0.000	1.000E+00	9628
Mcph1	chr8:18595130-18803188	0	0.0	-0.32	2.602	2.031E-04	9952
2300003K06Rik	chr11:99837147-99838066	0	0.0	0.0	0.000	1.000E+00	9628
Mir350	chr1:176772324-176772423	0	0.0	0.0	0.000	1.000E+00	9628
Mir351	chrX:53053254-53053353	0	0.0	0.0	0.000	1.000E+00	9628
1110017D15Rik	chr4:41505013-41507764	0	0.0	0.0	0.000	1.000E+00	9628
Iqub	chr6:24444864-24515067	0	0.0	-0.0	0.000	1.000E+00	9923
2610016A17Rik	chr19:25671133-25672239	0	0.0	0.0	0.000	1.000E+00	9628
B4galnt4	chr7:141061273-141072119	1	0.298	0.096	5.964	2.006E-29	1615
Apbb1ip	chr2:22774326-22875653	1	0.544	0.175	1.047	3.588E-05	4321
B4galnt1	chr10:127165155-127172340	2	0.89	0.286	3.297	9.899E-83	296
B4galnt2	chr11:95863558-95914871	0	0.0	0.0	0.000	1.000E+00	9628
B4galnt3	chr6:120203809-120294559	0	0.0	0.0	0.000	1.000E+00	9628
Alyref	chr11:120594515-120598365	1	0.61	0.196	-0.701	4.491E-03	5037
Gypa	chr8:80494044-80510785	0	0.0	0.0	0.000	1.000E+00	9628
Gypc	chr18:32528319-32560034	0	0.0	0.0	-1.140	2.508E-08	5135
Gm5938	chrX:78125466-78130403	0	0.0	0.0	0.000	1.000E+00	9628
Hrk	chr5:118169763-118189478	0	0.0	-0.0	0.000	1.000E+00	9706
Gm5935	chrX:24753161-24775164	0	0.0	0.0	0.000	1.000E+00	9628
Gm5934	chrX:24474307-24499163	0	0.0	0.0	0.000	1.000E+00	9628
Hrg	chr16:22951071-22961659	0	0.0	0.0	0.000	1.000E+00	9628
Gm5936	chrX:74837195-74843369	0	0.0	0.0	0.000	1.000E+00	9628
Hrc	chr7:45335268-45338972	0	0.0	0.0	0.000	1.000E+00	9628
Rgl1	chr1:152516762-152766305	1	0.474	-0.139	-2.813	1.041E-03	9999
Rgl3	chr9:21971526-21989453	1	0.0	-0.0	0.000	1.000E+00	9659
Rgl2	chr17:33929893-33937687	4	0.004	0.001	1.884	1.046E-08	4462
Smarca1	chrX:47809369-47892613	0	0.0	0.0	0.000	1.000E+00	9628
Smarca2	chr19:26605159-26778321	1	0.472	0.152	1.669	1.579E-28	1536
Smarca4	chr9:21616168-21704230	1	0.018	-0.001	2.098	9.952E-32	2392
Smarca5	chr8:80699942-80739459	2	0.985	0.316	-1.022	2.049E-30	627
4921531C22Rik	chr2:179976852-179979013	0	0.0	0.0	3.550	4.620E-02	9579
Olfr339	chr2:36421399-36422329	0	0.0	0.0	0.000	1.000E+00	9628
8030411F24Rik	chr2:148782008-148785936	0	0.0	0.0	0.000	1.000E+00	9628
Cpsf7	chr19:10525243-10547735	0	0.0	0.0	2.775	4.006E-31	2113
Stt3b	chr9:115242469-115310468	0	0.0	0.0	-2.965	5.572E-186	216
Stt3a	chr9:36729343-36767622	0	0.0	-0.265	-1.009	2.756E-19	4121
Cpsf4	chr5:145167212-145182041	2	1.593	0.218	3.471	1.845E-09	2744
Cpsf3	chr12:21286296-21315056	0	0.0	0.0	1.175	6.534E-04	7299
Cpsf2	chr12:101975973-102005993	6	2.045	0.656	2.128	1.978E-09	220
Cpsf1	chr15:76595807-76607591	3	0.005	-0.386	0.000	1.000E+00	11251
5031439G07Rik	chr15:84945719-84987971	0	0.0	0.0	-2.038	1.536E-16	3366
Aspg	chr12:112106682-112127573	0	0.0	0.0	0.000	1.000E+00	9628
Aspa	chr11:73304987-73324637	0	0.0	0.0	0.000	1.000E+00	9628
1700071M16Rik	chr17:43588339-43591509	0	0.0	0.0	0.000	1.000E+00	9628
Aspm	chr1:139454772-139494088	2	1.534	0.492	7.310	4.940E-09	731
Aspn	chr13:49544442-49567562	0	0.0	0.0	0.000	1.000E+00	9628
Asph	chr4:9620909-9643717	0	0.0	-0.352	-1.597	3.748E-02	11127
Rrn3	chr16:13780698-13814841	0	0.0	-0.379	0.000	1.000E+00	11242
1700028M03Rik	chr3:83555366-83574118	0	0.0	0.0	0.000	1.000E+00	9628
4930402F06Rik	chr2:35375561-35397174	1	0.0	0.0	0.000	1.000E+00	9499
Fndc3a	chr14:72537952-72710003	0	0.0	0.0	-1.348	6.309E-38	1813
Fndc3b	chr3:27416134-27710452	0	0.0	0.0	1.554	2.893E-02	9275
Syne3	chr12:104929932-105009809	3	1.014	0.326	2.133	3.186E-19	858
Syne4	chr7:30314815-30319045	0	0.0	-0.002	0.000	1.000E+00	10435
Gm11562	chr11:99619597-99620404	0	0.0	0.0	0.000	1.000E+00	9628
Gm11563	chr11:99657941-99658959	0	0.0	0.0	0.000	1.000E+00	9628
Gm11567	chr11:99879186-99880229	0	0.0	0.0	0.000	1.000E+00	9628
Gm11564	chr11:99814975-99815666	0	0.0	0.0	0.000	1.000E+00	9628
Gm11565	chr11:99914750-99915671	0	0.0	0.0	0.000	1.000E+00	9628
Gm11568	chr11:99857916-99859060	0	0.0	0.0	0.000	1.000E+00	9628
Gm11569	chr11:99803547-99804446	0	0.0	0.0	0.000	1.000E+00	9628
En1	chr1:120602486-120607991	0	0.0	0.0	0.000	1.000E+00	9628
En2	chr5:28165695-28172191	0	0.0	0.0	0.000	1.000E+00	9628
Fxyd6	chr9:45370184-45396159	0	0.0	0.0	0.000	1.000E+00	9628
Fxyd7	chr7:31042514-31051454	1	0.001	0.0	0.000	1.000E+00	8646
Fxyd4	chr6:117933558-117937335	0	0.0	0.0	-7.647	2.025E-09	4801
Fxyd5	chr7:31032722-31041839	1	0.738	0.237	-0.473	2.813E-05	3423
Rgs12	chr5:34999077-35033593	0	0.0	0.0	0.000	1.000E+00	9628
Fxyd3	chr7:31070534-31076697	1	0.001	0.0	0.000	1.000E+00	8669
Rgs10	chr7:128373624-128418172	0	0.0	0.0	-1.538	5.731E-18	3167
Rgs11	chr17:26202940-26211324	0	0.0	0.0	0.000	1.000E+00	9628
4833422M21Rik	chr15:96231869-96254684	0	0.0	0.0	0.000	1.000E+00	9628
Rgs18	chr1:144752682-144775427	0	0.0	0.0	0.000	1.000E+00	9628
Rgs19	chr2:181688418-181693977	0	0.0	0.0	-1.271	6.754E-08	5277
1600014C23Rik	chr17:45732863-45733844	0	0.0	0.0	0.000	1.000E+00	9628
Phpt1	chr2:25573430-25574871	0	0.0	0.0	0.000	1.000E+00	9628
Ifi202b	chr1:173962568-173982844	0	0.0	0.0	0.000	1.000E+00	9628
Gm19757	chr6:105481265-105492668	0	0.0	0.0	0.000	1.000E+00	9628
Mir6769b	chr8:71631046-71631106	0	0.0	0.0	0.000	1.000E+00	9628
A730098A19Rik	chr8:125897913-125908144	0	0.0	0.0	0.000	1.000E+00	9628
Wwtr1	chr3:57455643-57575910	0	0.0	0.0	0.000	1.000E+00	9628
Mir466f-4	chr13:71107088-71107209	0	0.0	0.0	0.000	1.000E+00	9628
Mir466f-1	chr19:12071789-12413554	0	0.0	0.0	0.000	1.000E+00	9628
Mir466f-2	chr7:28452226-28482345	2	0.007	0.002	0.000	1.000E+00	8044
Mir466f-3	chr14:75004109-75388146	0	0.0	0.0	0.000	1.000E+00	9628
Sema4a	chr3:88435961-88455761	1	0.183	0.059	1.101	1.275E-10	3350
Sema4b	chr7:80186840-80226524	2	0.018	0.006	3.069	2.642E-15	2943
Sema4c	chr1:36548638-36557557	1	0.001	-0.0	3.053	2.437E-07	5731
Cops7b	chr1:86582920-86606828	1	0.674	0.196	3.961	6.991E-04	4631
Sema4f	chr6:82911884-82939769	0	0.0	0.0	-1.012	1.573E-02	8880
Cops7a	chr6:124958410-124965538	0	0.0	-0.177	0.000	1.000E+00	10932
Pgpep1l	chr7:68236607-68264233	0	0.0	0.0	-2.897	7.799E-05	6616
Il21r	chr7:125603428-125633570	3	0.928	0.298	1.680	1.449E-67	344
4933431G14Rik	chr6:72120212-72123197	0	0.0	0.0	0.000	1.000E+00	9628
1700072O05Rik	chr6:120554795-120574204	0	0.0	0.0	0.000	1.000E+00	9628
Ptpa	chr2:30416049-30447807	1	0.775	-0.113	3.288	4.479E-23	3470
Acp1	chr12:30893325-30911612	1	0.737	0.237	0.000	1.000E+00	4895
Acp2	chr2:91202911-91214098	1	0.828	-0.091	1.666	7.852E-03	10372
Mllt10	chr2:18055727-18165103	0	0.0	-0.142	0.725	3.733E-03	10311
Mllt11	chr3:95218543-95228677	2	0.684	0.219	-1.845	9.939E-04	4367
Gm5168	chrX:26028197-26051041	0	0.0	0.0	0.000	1.000E+00	9628
Gm5169	chrX:25277486-25301455	0	0.0	0.0	0.000	1.000E+00	9628
Nop56	chr2:130274411-130279313	1	0.001	-0.346	0.418	3.381E-02	11088
Gm5166	chrX:102791195-102798389	0	0.0	0.0	0.000	1.000E+00	9628
Slc35g2	chr9:100552187-100571085	0	0.0	0.0	0.000	1.000E+00	9628
Slc35g3	chr11:69759885-69761844	0	0.0	-0.041	0.000	1.000E+00	10735
Slc35g1	chr19:38395979-38405607	1	0.61	0.196	3.164	1.791E-04	4390
Fam117a	chr11:95337017-95381872	0	0.0	0.0	2.126	1.945E-03	7769
Fam117b	chr1:59913005-59985348	0	0.0	0.0	2.911	1.036E-44	1534
Cd79b	chr11:106311340-106314562	0	0.0	0.0	0.000	1.000E+00	9628
Cd79a	chr7:24897496-24901858	6	0.035	0.011	0.000	1.000E+00	7523
4933425B07Rik	chr14:46602805-46637423	0	0.0	0.0	0.000	1.000E+00	9628
Vac14	chr8:110618566-110720398	0	0.0	-0.0	1.522	1.563E-10	4708
4930432O09Rik	chr10:121199140-121202649	0	0.0	0.0	0.000	1.000E+00	9628
Gm8909	chr17:36164443-36168537	0	0.0	0.0	0.000	1.000E+00	9628
Bambi-ps1	chr2:122466582-122467797	0	0.0	0.0	0.000	1.000E+00	9628
Zw10	chr9:49055580-49078773	0	0.0	0.0	2.015	6.879E-06	6015
Ticrr	chr7:79660195-79698145	0	0.0	0.0	5.103	4.138E-06	5920
Gm20747	chrY:81799149-81801497	0	0.0	0.0	0.000	1.000E+00	9628
Gm20744	chr7:82070386-82081758	0	0.0	0.0	0.000	1.000E+00	9628
Gm20745	chr9:68017963-68025714	0	0.0	0.0	0.000	1.000E+00	9628
Gm20743	chr1:164863120-164871438	0	0.0	0.0	0.000	1.000E+00	9628
Gm20740	chr15:63414396-63479608	0	0.0	0.0	0.000	1.000E+00	9628
Gm20741	chr16:88811439-88812220	0	0.0	0.0	0.000	1.000E+00	9628
Sema4d	chr13:51701247-51793747	4	0.42	0.135	0.000	1.000E+00	6358
Aldh1l1	chr6:90550792-90599171	0	0.0	0.0	0.000	1.000E+00	9628
Inpp4b	chr8:81342561-82122570	1	0.659	0.211	1.125	4.399E-39	1016
Inpp4a	chr1:37299837-37410740	0	0.0	0.0	2.314	1.312E-23	2595
2310068J16Rik	chr15:99972166-99973287	0	0.0	-0.271	0.000	1.000E+00	10991
Matr3	chr18:35562157-35592045	2	0.302	0.096	2.025	2.653E-26	1740
Sema4g	chr19:44989343-45003395	0	0.0	0.0	0.000	1.000E+00	9628
3100003L05Rik	chr7:124625669-124708935	0	0.0	0.0	0.000	1.000E+00	9628
Sox8	chr17:25565892-25570686	1	0.003	0.001	0.000	1.000E+00	8368
Sox9	chr11:112782209-112787757	0	0.0	0.0	0.000	1.000E+00	9628
Sox2	chr3:34649994-34652460	0	0.0	0.0	0.000	1.000E+00	9628
Sox3	chrX:60891365-60893430	0	0.0	0.0	0.000	1.000E+00	9628
Sox1	chr8:12395518-12399555	0	0.0	0.0	0.000	1.000E+00	9628
Sox6	chr7:115470871-115995086	0	0.0	0.0	0.000	1.000E+00	9628
Sox7	chr14:63943705-63950732	0	0.0	0.0	0.000	1.000E+00	9628
Sox4	chr13:28948919-28953699	0	0.0	0.0	-6.134	1.667E-15	3524
Sox5	chr6:143828424-144209568	0	0.0	0.0	-4.619	1.056E-02	8624
Bcl11a	chr11:24080694-24173558	0	0.0	0.0	0.000	1.000E+00	9628
Bcl11b	chr12:107910402-108003414	5	0.169	0.054	-1.054	1.418E-45	1131
1700019P21Rik	chr1:138876271-138876950	0	0.0	0.0	0.000	1.000E+00	9628
Mir6968	chr17:26935471-26935539	0	0.0	-0.016	0.000	1.000E+00	10664
A930006I01Rik	chr2:103338600-103372764	0	0.0	0.0	0.000	1.000E+00	9628
Mus81	chr19:5482560-5488379	1	0.118	0.038	0.000	1.000E+00	7079
Mir6969	chr17:28558440-28558501	0	0.0	0.0	0.000	1.000E+00	9628
Anks1b	chr10:90576690-90973300	0	0.0	0.0	0.000	1.000E+00	9628
Krtap4-13	chr11:99809077-99809896	0	0.0	0.0	0.000	1.000E+00	9628
Krtap4-16	chr11:99850654-99851605	0	0.0	0.0	0.000	1.000E+00	9628
Il21	chr3:37222758-37232636	4	1.673	0.537	1.190	2.125E-02	850
Il20	chr1:130906984-130911296	0	0.0	0.0	0.000	1.000E+00	9628
Il22	chr10:118204963-118210046	0	0.0	0.0	0.000	1.000E+00	9628
Il25	chr14:54932694-54935836	0	0.0	0.0	0.000	1.000E+00	9628
Il24	chr1:130882073-130887411	0	0.0	0.0	0.000	1.000E+00	9628
Il27	chr7:126589294-126594910	3	0.002	0.001	0.000	1.000E+00	8402
Map3k3	chr11:106084901-106155434	0	0.0	-0.002	0.940	3.387E-07	6300
Map3k1	chr13:111746427-111808993	1	0.126	0.04	-1.607	3.193E-151	280
Map3k6	chr4:133240817-133252928	0	0.0	0.0	0.000	1.000E+00	9628
Kntc1	chr5:123749725-123821593	1	0.503	-0.126	6.466	4.085E-07	7134
4930438E09Rik	chr14:67332041-67397742	0	0.0	0.0	0.000	1.000E+00	9628
Map3k4	chr17:12227620-12318796	0	0.0	-0.0	0.000	1.000E+00	10225
Map3k5	chr10:19934525-20142750	0	0.0	0.0	0.653	1.407E-05	6180
Ltb	chr17:35194506-35196305	3	1.298	0.417	3.057	9.071E-24	567
Lta	chr17:35203164-35205351	4	0.115	0.037	0.000	1.000E+00	7096
St14	chr9:31088589-31131799	0	0.0	0.0	6.157	1.837E-06	5772
St13	chr15:81365043-81399694	1	0.57	-0.159	-1.072	3.613E-18	4186
Bicd2	chr13:49341548-49387026	0	0.0	0.0	2.770	3.403E-12	4112
Bicd1	chr6:149408983-149563326	0	0.0	0.0	0.000	1.000E+00	9628
Ltf	chr9:111019291-111042766	0	0.0	0.0	3.090	4.788E-02	9603
Kif5a	chr10:127225694-127263363	1	0.12	0.039	0.000	1.000E+00	7074
Kif5b	chr18:6201004-6241524	0	0.0	0.0	-1.149	5.495E-43	1630
Kif5c	chr2:49619285-49774778	0	0.0	0.0	3.588	9.403E-03	8550
Wac	chr18:7868831-7929028	0	0.0	0.0	0.247	2.885E-02	9273
Was	chrX:8081465-8090491	1	0.863	0.277	0.553	7.187E-03	3186
Wap	chr11:6635482-6638649	1	0.0	0.0	0.000	1.000E+00	9625
Adad1	chr3:37063655-37111512	0	0.0	0.0	0.000	1.000E+00	9628
Adad2	chr8:119612746-119616926	0	0.0	0.0	0.000	1.000E+00	9628
Ackr3	chr1:90203979-90215722	0	0.0	0.0	0.000	1.000E+00	9628
Eps8l1	chr7:4464848-4480487	0	0.0	0.0	2.010	6.370E-05	6559
Eps8l2	chr7:141339001-141363016	0	0.0	0.0	0.000	1.000E+00	9628
Eps8l3	chr3:107877229-107892900	0	0.0	0.0	0.000	1.000E+00	9628
Tbxa2r	chr10:81328702-81335174	0	0.0	0.0	0.000	1.000E+00	9628
Orc6	chr8:85299631-85308279	0	0.0	0.0	2.192	2.131E-04	6923
Orc4	chr2:48931746-48949267	0	0.0	-0.35	-2.123	9.319E-55	1872
Map6d1	chr16:20233308-20241358	0	0.0	0.0	0.000	1.000E+00	9628
Orc2	chr1:58462770-58501426	0	0.0	0.0	-1.964	8.505E-13	3995
Orc3	chr4:34566780-34614942	2	1.628	0.162	-1.965	7.717E-29	1502
Orc1	chr4:108579453-108614831	1	0.894	-0.023	3.403	4.060E-05	8129
Gm13032	chr4:140810992-140817511	0	0.0	0.0	0.000	1.000E+00	9628
Acta2	chr19:34240335-34255373	0	0.0	0.0	-5.793	7.071E-05	6585
Acta1	chr8:123891757-123894775	0	0.0	0.0	0.000	1.000E+00	9628
Ash2l	chr8:25816000-25847694	0	0.0	0.0	-0.606	1.587E-02	8882
Gm1673	chr5:33983432-33985009	0	0.0	0.0	0.000	1.000E+00	9628
Ndufb9	chr15:58933800-58939516	5	1.723	0.553	0.000	1.000E+00	737
Ndufb8	chr19:44548570-44555442	0	0.0	-0.004	-1.124	7.052E-04	9040
Ndufb7	chr8:83566757-83571623	1	0.012	0.004	4.023	1.902E-05	5394
Sptan1	chr2:29965559-30031450	0	0.0	0.0	1.011	2.157E-27	2351
Ndufb5	chr3:32737062-32751559	0	0.0	-0.355	1.021	6.586E-03	10847
Ndufb4	chr16:37647601-37654368	0	0.0	0.0	-2.767	8.696E-06	6072
Ndufb3	chr1:58586396-58595964	0	0.0	0.0	3.521	2.997E-02	9295
Ndufb2	chr6:39592564-39599843	0	0.0	-0.33	0.000	1.000E+00	11115
Dcun1d1	chr3:35892104-35932334	0	0.0	0.0	-1.782	4.545E-31	2116
Dcun1d2	chr8:13255962-13288126	0	0.0	0.0	-0.959	2.579E-02	9201
Dcun1d3	chr7:119853162-119895745	1	0.819	0.263	-1.250	3.589E-08	2276
Mir17hg	chr14:115044389-115046728	0	0.0	0.0	0.000	1.000E+00	9628
Dcun1d5	chr9:7184504-7208205	1	0.737	-0.092	2.599	8.349E-10	5879
Tmem102	chr11:69803594-69805624	0	0.0	0.0	0.000	1.000E+00	9628
Shpk	chr11:73199481-73224506	0	0.0	0.0	0.000	1.000E+00	9628
Mrps17	chr5:129715496-129718693	1	0.002	-0.001	2.349	1.797E-03	9036
Mrps16	chr14:20391221-20393490	2	0.864	0.26	0.000	1.000E+00	4219
Mrps15	chr4:126046927-126055536	0	0.0	-0.0	0.000	1.000E+00	10197
Mrps14	chr1:160195331-160201186	0	0.0	-0.333	0.000	1.000E+00	11124
Mrps12	chr7:28739640-28741821	2	1.416	0.455	0.000	1.000E+00	1749
Mrps11	chr7:78783130-78792988	1	0.772	0.248	0.000	1.000E+00	4579
Mrps10	chr17:47369196-47378679	0	0.0	0.0	3.278	5.305E-03	8255
AW046200	chr8:57651752-57663430	0	0.0	0.0	0.000	1.000E+00	9628
Plgrkt	chr19:29348676-29361871	3	1.615	0.518	0.000	1.000E+00	1084
Gm572	chr4:148643316-148671572	0	0.0	0.0	0.000	1.000E+00	9628
Gm17619	chr2:170192447-170194053	0	0.0	0.0	0.000	1.000E+00	9628
Gpr179	chr11:97332109-97352356	0	0.0	0.0	0.000	1.000E+00	9628
Amd2	chr10:40287464-40302186	0	0.0	-0.03	-5.365	9.169E-05	8520
Gpr171	chr3:59096447-59101821	2	1.553	0.499	-0.529	1.402E-05	889
Gpr173	chrX:152343598-152368718	0	0.0	0.0	0.000	1.000E+00	9628
Gpr174	chrX:107255877-107296769	2	1.123	0.36	4.411	7.089E-20	770
Gpr176	chr2:118277097-118373419	0	0.0	0.0	0.000	1.000E+00	9628
Eif5a2	chr3:28781276-28798846	0	0.0	0.0	2.719	3.711E-04	7114
1700034G24Rik	chr5:112582935-112589996	0	0.0	0.0	0.000	1.000E+00	9628
Slco6d1	chr1:98421123-98509380	0	0.0	0.0	0.000	1.000E+00	9628
Ska1	chr18:74195298-74207818	1	0.014	0.003	0.000	1.000E+00	7927
1700039E22Rik	chr19:44828492-44835938	0	0.0	0.0	0.000	1.000E+00	9628
Mrnip	chr11:50174850-50200115	0	0.0	-0.0	0.000	1.000E+00	9987
Socs5	chr17:87107678-87137588	2	0.001	0.0	6.184	7.992E-07	5237
Socs4	chr14:47277142-47291591	2	1.229	0.081	7.184	5.725E-09	3677
Socs7	chr11:97362550-97398542	0	0.0	0.0	3.007	2.500E-15	3559
Socs6	chr18:88867879-88894207	0	0.0	0.0	-2.198	1.733E-18	3093
Socs1	chr16:10783808-10785536	2	0.348	0.112	-2.533	4.169E-79	594
Socs3	chr11:117966086-117969366	1	0.786	0.252	-2.472	0.000E+00	4
Socs2	chr10:95411489-95415283	0	0.0	0.0	1.232	4.557E-02	9573
Dhrs7	chr12:72650352-72664828	1	0.85	0.273	0.000	1.000E+00	3741
Dhrs4	chr14:55478757-55487577	0	0.0	-0.0	3.714	1.113E-02	9215
Dhrs2	chr14:55222006-55241440	0	0.0	0.0	0.000	1.000E+00	9628
Dhrs3	chr4:144892826-144928209	0	0.0	0.0	4.066	3.621E-07	5513
Dhrs1	chr14:55739019-55745684	1	0.79	0.254	1.415	3.195E-04	3413
Mir804	chr11:50357784-50357879	0	0.0	0.0	0.000	1.000E+00	9628
Ptms	chr6:124913674-124917946	5	0.014	0.004	1.793	2.284E-09	4085
Neil3	chr8:53586866-53639065	0	0.0	0.0	5.091	4.353E-04	7174
Neil2	chr14:63182444-63193525	2	0.827	0.265	0.000	1.000E+00	4027
Lat2	chr5:134600102-134615025	0	0.0	0.0	0.000	1.000E+00	9628
Gna14	chr19:16435666-16610818	0	0.0	0.0	0.000	1.000E+00	9628
Gna15	chr10:81502313-81524225	5	1.586	0.509	4.419	1.227E-22	358
Gna12	chr5:140759943-140830431	0	0.0	0.0	-1.874	1.050E-17	3195
Gna13	chr11:109362793-109401369	4	1.044	0.335	3.901	2.397E-232	62
Gna11	chr10:81528723-81545162	0	0.0	0.0	0.000	1.000E+00	9628
Mir291b	chr7:3219481-3219560	0	0.0	0.0	0.000	1.000E+00	9628
Mir291a	chr7:3218918-3219000	0	0.0	0.0	0.000	1.000E+00	9628
Gm10125	chr18:5491500-5592437	0	0.0	0.0	-4.406	1.117E-32	2022
Plac9b	chr14:26027703-26042737	0	0.0	0.0	0.000	1.000E+00	9628
2810013P06Rik	chr8:123042574-123044602	7	0.93	0.158	6.357	5.118E-07	3787
Tex13c1	chrX:43590988-43593530	0	0.0	0.0	0.000	1.000E+00	9628
Tex13c3	chrX:19479419-19481319	0	0.0	0.0	0.000	1.000E+00	9628
Nucb1	chr7:45492673-45510408	1	0.867	0.278	1.050	2.910E-09	1847
Nucb2	chr7:116504368-116540588	0	0.0	0.0	0.000	1.000E+00	9628
Tomm6	chr17:47686644-47688386	0	0.0	-0.006	0.000	1.000E+00	10571
Sbno2	chr10:80080409-80102702	1	0.0	-0.0	-2.650	0.000E+00	30
Gm11762	chr11:119548629-119569046	0	0.0	0.0	0.000	1.000E+00	9628
Tomm5	chr4:45105209-45108113	1	0.69	0.222	-0.996	3.111E-02	5126
Esco2	chr14:65819026-65833969	0	0.0	0.0	5.045	2.469E-04	6982
Esco1	chr18:10566511-10610352	1	0.005	-0.352	-1.910	6.830E-59	1729
Gng5-ps	chr16:22294987-22295459	0	0.0	0.0	0.000	1.000E+00	9628
4930567K12Rik	chr7:92092205-92119511	1	0.0	0.0	0.000	1.000E+00	9486
Fnbp1l	chr3:122538718-122619714	0	0.0	0.0	-6.122	2.866E-06	5831
Il1rl1	chr1:40429569-40448411	0	0.0	0.0	7.668	4.805E-10	4617
Il1rl2	chr1:40324588-40367553	0	0.0	0.0	1.402	7.256E-03	8401
Gm15446	chr5:109933562-109941710	0	0.0	0.0	0.000	1.000E+00	9628
Gm15441	chr3:96555767-96566801	1	0.001	0.0	-10.363	1.692E-17	3003
Cluap1	chr16:3909008-3941147	2	0.688	0.221	0.000	1.000E+00	5289
Pop5	chr5:115235850-115240970	0	0.0	0.0	0.000	1.000E+00	9628
Pomgnt1	chr4:116151430-116159844	0	0.0	0.0	1.950	7.966E-03	8448
Pomgnt2	chr9:121981605-121996026	0	0.0	0.0	0.000	1.000E+00	9628
Gdpd2	chrX:100729846-100738901	0	0.0	0.0	0.000	1.000E+00	9628
Gdpd3	chr7:126766413-126775645	0	0.0	0.0	0.000	1.000E+00	9628
Gdpd1	chr11:87033793-87074137	0	0.0	-0.0	0.000	1.000E+00	9976
Mcoln1	chr8:3500518-3515231	0	0.0	-0.28	3.011	2.000E-06	7972
Gdpd4	chr7:97919957-98049663	0	0.0	0.0	0.000	1.000E+00	9628
Mcoln2	chr3:146150173-146195512	0	0.0	0.0	3.299	1.981E-02	9031
Olfr934	chr9:38982109-38983042	0	0.0	0.0	0.000	1.000E+00	9628
Olfr935	chr9:38994506-38995433	0	0.0	0.0	0.000	1.000E+00	9628
Olfr936	chr9:39046613-39047549	0	0.0	0.0	0.000	1.000E+00	9628
Olfr937	chr9:39059728-39060664	0	0.0	0.0	0.000	1.000E+00	9628
Olfr930	chr9:38930172-38931099	0	0.0	0.0	0.000	1.000E+00	9628
Olfr933	chr9:38975677-38976604	0	0.0	0.0	0.000	1.000E+00	9628
4930528H21Rik	chr6:4031840-4047584	0	0.0	0.0	0.000	1.000E+00	9628
Ccl28	chr13:119623818-119654358	0	0.0	0.0	0.000	1.000E+00	9628
Ccl20	chr1:83116765-83119167	0	0.0	0.0	0.000	1.000E+00	9628
Ccl22	chr8:94745683-94751388	0	0.0	0.0	0.000	1.000E+00	9628
Ccl25	chr8:4325209-4360020	1	0.622	0.2	3.714	7.925E-05	4170
Ccl24	chr5:135569934-135573049	0	0.0	0.0	0.000	1.000E+00	9628
Ccl26	chr5:135560447-135563569	0	0.0	0.0	0.000	1.000E+00	9628
Ick	chr9:78109191-78172109	0	0.0	-0.002	0.000	1.000E+00	10465
Atrip-trex1	chr9:109057932-109074097	4	0.999	0.32	0.000	1.000E+00	2683
Taf7l	chrX:134460115-134476490	0	0.0	0.0	0.000	1.000E+00	9628
Mpv17l	chr16:13940628-13949619	0	0.0	-0.272	0.000	1.000E+00	10997
